Emotions,Path
surprise,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_love_ps.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_love_sad.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_luck_angry.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_luck_disgust.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_luck_fear.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_luck_happy.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_luck_neutral.wav
surprise,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_luck_ps.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_luck_sad.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_make_angry.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_make_disgust.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_make_fear.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_make_happy.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_make_neutral.wav
surprise,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_make_ps.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_make_sad.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_match_angry.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_match_disgust.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_match_fear.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_match_happy.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_match_neutral.wav
surprise,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_match_ps.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_match_sad.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_merge_angry.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_merge_disgust.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_merge_fear.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_merge_happy.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_merge_neutral.wav
surprise,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_merge_ps.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_merge_sad.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_mess_angry.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_mess_disgust.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_mess_fear.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_mess_happy.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_mess_neutral.wav
surprise,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_mess_ps.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_mess_sad.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_met_angry.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_met_disgust.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_met_fear.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_met_happy.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_met_neutral.wav
surprise,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_met_ps.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_met_sad.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_mill_angry.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_mill_disgust.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_mill_fear.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_mill_happy.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_mill_neutral.wav
surprise,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_mill_ps.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_mill_sad.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_mob_angry.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_mob_disgust.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_mob_fear.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_mob_happy.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_mob_neutral.wav
surprise,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_mob_ps.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_mob_sad.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_mode_angry.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_mode_disgust.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_mode_fear.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_mode_happy.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_mode_neutral.wav
surprise,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_mode_ps.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_mode_sad.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_mood_angry.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_mood_disgust.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_mood_fear.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_mood_happy.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_mood_neutral.wav
surprise,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_mood_ps.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_mood_sad.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_moon_angry.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_moon_disgust.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_moon_fear.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_moon_happy.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_moon_neutral.wav
surprise,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_moon_ps.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_moon_sad.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_mop_angry.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_mop_disgust.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_mop_fear.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_mop_happy.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_mop_neutral.wav
surprise,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_mop_ps.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_mop_sad.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_mouse_angry.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_mouse_disgust.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_mouse_fear.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_mouse_happy.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_mouse_neutral.wav
surprise,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_mouse_ps.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_mouse_sad.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_nag_angry.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_nag_disgust.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_nag_fear.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_nag_happy.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_nag_neutral.wav
surprise,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_nag_ps.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_nag_sad.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_name_angry.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_name_disgust.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_name_fear.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_name_happy.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_name_neutral.wav
surprise,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_name_ps.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_name_sad.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_near_angry.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_near_disgust.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_near_fear.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_near_happy.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_near_neutral.wav
surprise,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_near_ps.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_near_sad.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_neat_angry.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_neat_disgust.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_neat_fear.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_neat_happy.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_neat_neutral.wav
surprise,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_neat_ps.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_neat_sad.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_nice_angry.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_nice_disgust.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_nice_fear.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_nice_happy.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_nice_neutral.wav
surprise,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_nice_ps.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_nice_sad.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_note_angry.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_note_disgust.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_note_fear.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_note_happy.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_note_neutral.wav
surprise,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_note_ps.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_note_sad.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_numb_angry.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_numb_disgust.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_numb_fear.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_numb_happy.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_numb_neutral.wav
surprise,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_numb_ps.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_numb_sad.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_pad_angry.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_pad_disgust.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_pad_fear.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_pad_happy.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_pad_neutral.wav
surprise,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_pad_ps.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_pad_sad.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_page_angry.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_page_disgust.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_page_fear.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_page_happy.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_page_neutral.wav
surprise,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_page_ps.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_page_sad.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_pain_angry.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_pain_disgust.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_pain_fear.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_pain_happy.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_pain_neutral.wav
surprise,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_pain_ps.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_pain_sad.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_pass_angry.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_pass_disgust.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_pass_fear.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_pass_happy.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_pass_neutral.wav
surprise,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_pass_ps.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_pass_sad.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_pearl_angry.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_pearl_disgust.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_pearl_fear.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_pearl_happy.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_pearl_neutral.wav
surprise,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_pearl_ps.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_pearl_sad.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_peg_angry.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_peg_disgust.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_peg_fear.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_peg_happy.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_peg_neutral.wav
surprise,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_peg_ps.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_peg_sad.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_perch_angry.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_perch_disgust.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_perch_fear.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_perch_happy.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_perch_neutral.wav
surprise,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_perch_ps.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_perch_sad.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_phone_angry.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_phone_disgust.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_phone_fear.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_phone_happy.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_phone_neutral.wav
surprise,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_phone_ps.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_phone_sad.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_pick_angry.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_pick_disgust.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_pick_fear.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_pick_happy.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_pick_neutral.wav
surprise,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_pick_ps.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_pick_sad.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_pike_angry.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_pike_disgust.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_pike_fear.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_pike_happy.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_pike_neutral.wav
surprise,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_pike_ps.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_pike_sad.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_pole_angry.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_pole_disgust.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_pole_fear.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_pole_happy.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_pole_neutral.wav
surprise,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_pole_ps.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_pole_sad.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_pool_angry.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_pool_disgust.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_pool_fear.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_pool_happy.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_pool_neutral.wav
surprise,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_pool_ps.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_pool_sad.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_puff_angry.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_puff_disgust.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_puff_fear.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_puff_happy.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\TESS//OAF_puff_neutral.wav
